abundance > 0,rmse,prop_max,year
FALSE,0.0197567699781532,Inf,yr2015
TRUE,1603.2702153088,0.248299553245904,yr2015
FALSE,0.02631290451681,Inf,yr2016
TRUE,831.823777661692,0.212416695010647,yr2016
FALSE,0.000124035313716335,Inf,yr2017
TRUE,32.4598488580896,0.386426772120114,yr2017
FALSE,0.0383578555054167,Inf,yr2018
TRUE,1603.60331176249,0.186140837116945,yr2018
FALSE,0.00177284704587699,Inf,yr2019
TRUE,1.97559319321443,0.987796596607214,yr2019
